1982 [main] INFO  net.tomp2p.connection.PeerCreator - Status of external address search: Discover status:  ++lo( /127.0.0.1,/0:0:0:0:0:0:0:1), ++eth0(), ++eth1(), ++wlan0( /fe80:0:0:0:f038:3e05:1fa6:8a68%wlan0), ++net0(), ++ppp0(), ++eth2(), ++net1(), ++net2(), ++net3(), ++ppp1(), ++net4(), ++net5(), ++eth3(), ++net6(), ++eth4(), ++eth5(), ++net7(), ++net8( /fe80:0:0:0:0:5efe:c0a8:e%net8), ++net9( /2001:0:9d38:90d7:c17:338f:af24:4a6b,/fe80:0:0:0:c17:338f:af24:4a6b%net9), ++eth6( /fe80:0:0:0:d5b8:9640:9aa6:346c%eth6), ++net10(), ++eth7( /192.168.0.14,/fe80:0:0:0:3847:7a64:f49f:7c19%eth7), ++eth8(), ++wlan1( /fe80:0:0:0:2569:9eb9:e4c8:5698%wlan1), ++net11(), ++wlan2(), ++eth9(), ++eth10(), ++eth11(), ++eth12(), ++eth13(), ++eth14(), ++eth15(), ++eth16(), ++eth17(), ++eth18(), ++eth19(), ++wlan3(), ++wlan4(), ++wlan5(), ++wlan6(), ++wlan7(), ++wlan8(), ++wlan9(), ++wlan10(), ++wlan11().
25540 [NETTY-TOMP2P - worker-client/server - -1-9] INFO  n.tomp2p.mapreduce.evaljob.MapTask - >>>>>>>>>>>>>>>>>>>> FINISHED EXECUTING MAPTASK [6],[1698494669]
26548 [NETTY-TOMP2P - worker-client/server - -1-12] INFO  net.tomp2p.mapreduce.TaskRPC - value for key [-96642674] requested by peer [2] is [not null], dst.currentNrOfExecutions(): 1, possible nr of executions: [2]
26808 [NETTY-TOMP2P - worker-client/server - -1-13] INFO  net.tomp2p.mapreduce.TaskRPC - value for key [-1553681525] requested by peer [3] is [not null], dst.currentNrOfExecutions(): 2, possible nr of executions: [2]
28551 [pool-1-thread-5] INFO  n.tomp2p.mapreduce.evaljob.MapTask - >>>>>>>>>>>>>>>>>>>> START EXECUTING MAPTASK [8],[2141627826]
28560 [NETTY-TOMP2P - worker-client/server - -1-3] INFO  net.tomp2p.mapreduce.TaskRPC - value for key [-1852056802] requested by peer [1] is [not null], dst.currentNrOfExecutions(): 1, possible nr of executions: [2]
28637 [NETTY-TOMP2P - worker-client/server - -1-4] INFO  n.tomp2p.mapreduce.DistributedTask - in !deniedCntr.containsKey(recip) (requestor[1] GRANTED access to [-1852056802]) recCntr[3] denCntr[0] for requestor/key : 1_0xf10153eada8d2b5cef6147bed4cac9ea919bdb1e_0xee2e8d67ac3ee657e7ed1bce149b8d700f558199
28638 [NETTY-TOMP2P - worker-client/server - -1-4] INFO  n.tomp2p.mapreduce.evaljob.MapTask - MAP TASK [7] future.isSuccess()?:true
28698 [NETTY-TOMP2P - worker-client/server - -1-6] INFO  net.tomp2p.mapreduce.TaskRPC - value for key [2141627826] requested by peer [1] is [not null], dst.currentNrOfExecutions(): 1, possible nr of executions: [2]
28702 [pool-1-thread-4] INFO  n.tomp2p.mapreduce.evaljob.MapTask - >>>>>>>>>>>>>>>>>>>> START EXECUTING MAPTASK [9],[1673782109]
28767 [NETTY-TOMP2P - worker-client/server - -1-4] INFO  n.tomp2p.mapreduce.evaljob.MapTask - net.tomp2p.mapreduce.evaljob.MapTask$1@3a361daa [7]: input produced output[22892] words
28771 [NETTY-TOMP2P - worker-client/server - -1-9] INFO  n.tomp2p.mapreduce.DistributedTask - in !deniedCntr.containsKey(recip) (requestor[1] GRANTED access to [2141627826]) recCntr[3] denCntr[0] for requestor/key : 1_0xc523bdbfdacca52fea98b3adaa2a62487fa6a5b2_0xee2e8d67ac3ee657e7ed1bce149b8d700f558199
28772 [NETTY-TOMP2P - worker-client/server - -1-9] INFO  n.tomp2p.mapreduce.evaljob.MapTask - MAP TASK [8] future.isSuccess()?:true
28888 [NETTY-TOMP2P - worker-client/server - -1-9] INFO  n.tomp2p.mapreduce.evaljob.MapTask - net.tomp2p.mapreduce.evaljob.MapTask$1@5615f143 [8]: input produced output[22049] words
